Locus	Allele	Length	Contig	Start position	End position	Flags
LEPT02398	63	1944	NZ_CP043876.1	1964399	1966342	
LEPT02399	4	852	NZ_CP043876.1	1963551	1964402	
LEPT02400	77	1347	NZ_CP043876.1	1962212	1963558	
LEPT02401	83	1791	NZ_CP043876.1	1960414	1962204	
LEPT02403	42	966	NZ_CP043876.1	1959200	1960165	
LEPT02404	69	1422	NZ_CP043876.1	1957774	1959195	
LEPT02405	1	708	NZ_CP043876.1	1957070	1957777	
LEPT02406	59	1371	NZ_CP043876.1	1955669	1957039	
LEPT02408	59	864	NZ_CP043876.1	1954213	1955076	
LEPT02409	1	1617	NZ_CP043876.1	1952594	1954210	
LEPT02411	66	1014	NZ_CP043876.1	1950905	1951918	
LEPT02412	35	513	NZ_CP043876.1	1950230	1950742	
LEPT02413	63	1272	NZ_CP043876.1	1948667	1949938	
LEPT02414	14	1305	NZ_CP043876.1	1947313	1948617	
LEPT02415	1	552	NZ_CP043876.1	1946786	1947337	
LEPT02417	60	852	NZ_CP043876.1	1945597	1946448	
LEPT02418	30	849	NZ_CP043876.1	1944167	1945015	
LEPT02420	47	939	NZ_CP043876.1	1941981	1942919	
LEPT02421	61	2196	NZ_CP043876.1	1939196	1941391	
LEPT02422	51	1263	NZ_CP043876.1	1937971	1939233	
LEPT02425	74	2142	NZ_CP043876.1	1935079	1937220	
LEPT02426	81	2931	NZ_CP043876.1	1932104	1935034	
LEPT02429	15	1044	NZ_CP043876.1	1930039	1931082	
LEPT02432	81	2745	NZ_CP043876.1	1926465	1929209	
LEPT02433	82	1653	NZ_CP043876.1	1924806	1926458	
LEPT02435	90	2817	NZ_CP043876.1	1921585	1924401	
LEPT02436	1	309	NZ_CP043876.1	1921262	1921570	
LEPT02438	1	537	NZ_CP043876.1	1919753	1920289	
LEPT02439	82	3243	NZ_CP043876.1	1916491	1919733	
LEPT02453	1	939	NZ_CP043876.1	1901175	1902113	
LEPT02456	1	918	NZ_CP043876.1	1898799	1899716	
LEPT02457	1	723	NZ_CP043876.1	1898066	1898788	
LEPT02458	1	195	NZ_CP043876.1	1897829	1898023	
LEPT02459	93	3414	NZ_CP043876.1	1894128	1897541	
LEPT02460	59	780	NZ_CP043876.1	1893108	1893887	
LEPT02462	69	939	NZ_CP043876.1	1891733	1892671	
LEPT02464	79	1707	NZ_CP043876.1	1889303	1891009	
LEPT02466	16	753	NZ_CP043876.1	1887113	1887865	
LEPT02469	1	465	NZ_CP043876.1	1883881	1884345	
LEPT02471	12	921	NZ_CP043876.1	1881705	1882625	
LEPT02474	78	1719	NZ_CP043876.1	1878102	1879820	
LEPT02480	1	429	NZ_CP043876.1	1876479	1876907	
LEPT02483	59	897	NZ_CP043876.1	1875088	1875984	
LEPT02489	59	1437	NZ_CP043876.1	1870338	1871774	
LEPT02490	68	1341	NZ_CP043876.1	1869008	1870348	
LEPT02494	38	951	NZ_CP043876.1	1866495	1867445	
LEPT02497	57	1455	NZ_CP043876.1	1861029	1862483	
LEPT02507	82	1464	NZ_CP043876.1	1849828	1851291	
LEPT02509	72	1416	NZ_CP043876.1	1848099	1849514	
LEPT02510	94	2976	NZ_CP043876.1	1845121	1848096	
LEPT02511	58	834	NZ_CP043876.1	1844264	1845097	
LEPT02512	45	729	NZ_CP043876.1	1843529	1844257	
LEPT02513	83	3561	NZ_CP043876.1	1839922	1843482	
LEPT02514	59	858	NZ_CP043876.1	1839068	1839925	
LEPT02515	70	1284	NZ_CP043876.1	1837754	1839037	
LEPT02516	52	765	NZ_CP043876.1	1836890	1837654	
LEPT02528	44	993	NZ_CP043876.1	1827681	1828673	
LEPT02531	1	432	NZ_CP043876.1	1826194	1826625	
LEPT02532	55	1452	NZ_CP043876.1	1823517	1824968	
LEPT02535	3	459	NZ_CP043876.1	1820209	1820667	
LEPT02536	47	2883	NZ_CP043876.1	1817126	1820008	
LEPT02537	4	2118	NZ_CP043876.1	1815025	1817142	
LEPT02539	80	1872	NZ_CP043876.1	1811395	1813266	
LEPT02540	14	1296	NZ_CP043876.1	1810057	1811352	
LEPT02541	86	3054	NZ_CP043876.1	1806593	1809646	
LEPT02542	1	477	NZ_CP043876.1	1806041	1806517	
LEPT02548	65	1257	NZ_CP043876.1	1800166	1801422	
LEPT02549	66	1122	NZ_CP043876.1	1798984	1800105	
LEPT02551	1	366	NZ_CP043876.1	1798124	1798489	
LEPT02554	78	2292	NZ_CP043876.1	1794361	1796652	
LEPT02558	62	1263	NZ_CP043876.1	1791539	1792801	
LEPT02559	13	597	NZ_CP043876.1	1790932	1791528	
LEPT02560	58	1356	NZ_CP043876.1	1789580	1790935	
LEPT02561	68	1743	NZ_CP043876.1	1786975	1788717	
LEPT02563	61	1167	NZ_CP043876.1	1785812	1786978	
LEPT02569	1	486	NZ_CP043876.1	1783018	1783503	
LEPT02570	81	1671	NZ_CP043876.1	1781351	1783021	
LEPT02572	15	1110	NZ_CP043876.1	1779773	1780882	
LEPT02574	78	2541	NZ_CP043876.1	1776684	1779224	
LEPT02575	12	270	NZ_CP043876.1	1776334	1776603	
LEPT02576	84	2004	NZ_CP043876.1	1773990	1775993	
LEPT02577	15	1293	NZ_CP043876.1	1772526	1773818	
LEPT02579	72	2106	NZ_CP043876.1	1770192	1772297	
LEPT02580	83	1956	NZ_CP043876.1	1768225	1770180	
LEPT02581	49	999	NZ_CP043876.1	1767211	1768209	
LEPT02584	63	1062	NZ_CP043876.1	1764569	1765630	
LEPT02589	67	924	NZ_CP043876.1	1759795	1760718	
LEPT02590	60	969	NZ_CP043876.1	1758823	1759791	
LEPT02592	67	1365	NZ_CP043876.1	1754490	1755854	
LEPT02593	41	567	NZ_CP043876.1	1753920	1754486	
LEPT02594	1	648	NZ_CP043876.1	1753114	1753761	
LEPT02599	1	282	NZ_CP043876.1	1748325	1748606	
LEPT02601	33	354	NZ_CP043876.1	1746874	1747227	
LEPT02602	87	1986	NZ_CP043876.1	1744880	1746865	
LEPT02603	1	801	NZ_CP043876.1	1744054	1744854	
LEPT02605	44	915	NZ_CP043876.1	1742532	1743446	
LEPT02606	62	1281	NZ_CP043876.1	1741224	1742504	
LEPT02607	85	2118	NZ_CP043876.1	1739054	1741171	
LEPT02611	14	798	NZ_CP043876.1	1735264	1736061	
LEPT02612	53	705	NZ_CP043876.1	1734521	1735225	
LEPT02613	76	1065	NZ_CP043876.1	1733343	1734407	
LEPT02616	83	2226	NZ_CP043876.1	1729860	1732085	
LEPT02617	60	867	NZ_CP043876.1	1728931	1729797	
LEPT02620	1	1197	NZ_CP043876.1	1727385	1728581	
LEPT02621	1	786	NZ_CP043876.1	1726593	1727378	
LEPT02623	42	657	NZ_CP043876.1	1725750	1726406	
LEPT02624	24	237	NZ_CP043876.1	1725440	1725676	
LEPT02625	74	1956	NZ_CP043876.1	1723477	1725432	
LEPT02627	65	1179	NZ_CP043876.1	1720729	1721907	
LEPT02632	16	963	NZ_CP043876.1	1715443	1716405	
LEPT02633	13	1161	NZ_CP043876.1	1714275	1715435	
LEPT02634	4	399	NZ_CP043876.1	1713706	1714104	
LEPT02637	15	819	NZ_CP043876.1	1712656	1713474	
LEPT02639	67	1761	NZ_CP043876.1	1709518	1711278	
LEPT02643	55	1338	NZ_CP043876.1	1703121	1704458	
LEPT02648	14	345	NZ_CP043876.1	1701296	1701640	
LEPT02654	1	291	NZ_CP043876.1	1697817	1698107	
LEPT02655	57	1641	NZ_CP043876.1	1696162	1697802	
LEPT02659	17	1233	NZ_CP043876.1	1693052	1694284	
LEPT02660	16	639	NZ_CP043876.1	1692427	1693065	
LEPT02661	60	888	NZ_CP043876.1	1691564	1692451	
LEPT02662	71	2250	NZ_CP043876.1	1689311	1691560	
LEPT02664	61	1101	NZ_CP043876.1	1687145	1688245	
LEPT02666	1	891	NZ_CP043876.1	1685260	1686150	
LEPT02667	1	795	NZ_CP043876.1	1684447	1685241	
LEPT02668	57	1152	NZ_CP043876.1	1682568	1683719	
LEPT02672	14	1017	NZ_CP043876.1	1679077	1680093	
LEPT02687	69	1290	NZ_CP043876.1	1661746	1663035	
LEPT02688	60	1032	NZ_CP043876.1	1660718	1661749	
LEPT02689	63	1119	NZ_CP043876.1	1659586	1660704	
LEPT02690	1	468	NZ_CP043876.1	1658972	1659439	
LEPT02691	65	1251	NZ_CP043876.1	1657725	1658975	
LEPT02692	48	1113	NZ_CP043876.1	1656597	1657709	
LEPT02701	67	1251	NZ_CP043876.1	1651583	1652833	
LEPT02704	3	1230	NZ_CP043876.1	1648629	1649858	
LEPT02705	1	369	NZ_CP043876.1	1648277	1648645	
LEPT02712	87	2091	NZ_CP043876.1	1639020	1641110	
LEPT02718	57	1146	NZ_CP043876.1	1632613	1633758	
LEPT02719	70	2307	NZ_CP043876.1	1630310	1632616	
LEPT02728	36	420	NZ_CP043876.1	1624941	1625360	
LEPT02733	76	1608	NZ_CP043876.1	1620337	1621944	
LEPT02735	1	501	NZ_CP043876.1	1618843	1619343	
LEPT02736	78	1464	NZ_CP043876.1	1617383	1618846	
LEPT02737	48	798	NZ_CP043876.1	1616589	1617386	
LEPT02738	4	1110	NZ_CP043876.1	1614962	1616071	
LEPT02739	13	882	NZ_CP043876.1	1613936	1614817	
LEPT02742	64	1290	NZ_CP043876.1	1611035	1612324	
LEPT02746	70	1830	NZ_CP043876.1	1607218	1609047	
LEPT02748	1	1005	NZ_CP043876.1	1606185	1607189	
LEPT02749	1	411	NZ_CP043876.1	1604515	1604925	
LEPT02751	14	228	NZ_CP043876.1	1604160	1604387	
LEPT02754	71	1506	NZ_CP043876.1	1599912	1601417	
LEPT02755	79	1944	NZ_CP043876.1	1597982	1599925	
LEPT02756	1	513	NZ_CP043876.1	1597468	1597980	
LEPT02757	71	1098	NZ_CP043876.1	1596374	1597471	
LEPT02759	70	1023	NZ_CP043876.1	1595278	1596300	
LEPT02761	62	1563	NZ_CP043876.1	1593524	1595086	
LEPT02771	74	1425	NZ_CP043876.1	1583435	1584859	
LEPT02772	74	2163	NZ_CP043876.1	1581261	1583423	
LEPT02776	5	1404	NZ_CP043876.1	1575786	1577189	
LEPT02778	1	861	NZ_CP043876.1	1574908	1575768	
LEPT02779	71	1512	NZ_CP043876.1	1573382	1574893	
LEPT02780	51	561	NZ_CP043876.1	1572832	1573392	
LEPT02781	48	522	NZ_CP043876.1	1572306	1572827	
LEPT02782	13	300	NZ_CP043876.1	1572003	1572302	
LEPT02788	62	1002	NZ_CP043876.1	1568110	1569111	
LEPT02789	13	804	NZ_CP043876.1	1567220	1568023	
LEPT02790	39	552	NZ_CP043876.1	1566666	1567217	
LEPT02793	53	1020	NZ_CP043876.1	1561514	1562533	
LEPT02800	64	1107	NZ_CP043876.1	1555174	1556280	
LEPT02808	70	1416	NZ_CP043876.1	1544455	1545870	
LEPT02809	14	582	NZ_CP043876.1	1543383	1543964	
LEPT02813	2	1674	NZ_CP043876.1	1539417	1541090	
LEPT02817	3	573	NZ_CP043876.1	1536399	1536971	
LEPT02818	53	945	NZ_CP043876.1	1535338	1536282	
LEPT02821	1	405	NZ_CP043876.1	1531240	1531644	
LEPT02840	66	936	NZ_CP043876.1	1512481	1513416	
LEPT02841	1	993	NZ_CP043876.1	1511349	1512341	
LEPT02847	84	1983	NZ_CP043876.1	1505515	1507497	
LEPT02848	78	1395	NZ_CP043876.1	1503886	1505280	
LEPT02849	53	795	NZ_CP043876.1	1503064	1503858	
LEPT02857	54	1008	NZ_CP043876.1	1496367	1497374	
LEPT02859	1	522	NZ_CP043876.1	1495066	1495587	
LEPT02866	1	465	NZ_CP043876.1	1488343	1488807	
LEPT02867	63	963	NZ_CP043876.1	1487176	1488138	
LEPT02868	15	1095	NZ_CP043876.1	1485920	1487014	
LEPT02871	70	1500	NZ_CP043876.1	1481882	1483381	
LEPT02876	55	507	NZ_CP043876.1	1477175	1477681	
LEPT02877	55	1155	NZ_CP043876.1	1476024	1477178	
LEPT02878	14	744	NZ_CP043876.1	1475221	1475964	
LEPT02886	14	1419	NZ_CP043876.1	1471671	1473089	
LEPT02887	2	438	NZ_CP043876.1	1471237	1471674	
LEPT02891	72	1458	NZ_CP043876.1	1468427	1469884	
LEPT02892	41	780	NZ_CP043876.1	1467099	1467878	
LEPT02894	46	612	NZ_CP043876.1	1465890	1466501	
LEPT02900	53	690	NZ_CP043876.1	1461589	1462278	
LEPT02901	54	789	NZ_CP043876.1	1460677	1461465	
LEPT02916	75	1380	NZ_CP043876.1	1448625	1450004	
LEPT02917	13	639	NZ_CP043876.1	1447990	1448628	
LEPT02918	82	1941	NZ_CP043876.1	1445933	1447873	
LEPT02921	69	1110	NZ_CP043876.1	1440338	1441447	
LEPT02922	1	816	NZ_CP043876.1	1439521	1440336	
LEPT02923	56	909	NZ_CP043876.1	1438610	1439518	
LEPT02924	81	1428	NZ_CP043876.1	1437080	1438507	
LEPT02935	14	1035	NZ_CP043876.1	1426253	1427287	
LEPT02947	2	690	NZ_CP043876.1	1415971	1416660	
LEPT02949	15	1455	NZ_CP043876.1	1413279	1414733	
LEPT02953	14	1287	NZ_CP043876.1	1408019	1409305	
LEPT02954	61	966	NZ_CP043876.1	1407052	1408017	
LEPT02955	67	798	NZ_CP043876.1	1406018	1406815	
LEPT02956	84	3378	NZ_CP043876.1	1402604	1405981	
LEPT02959	66	1683	NZ_CP043876.1	1396542	1398224	
LEPT02969	68	894	NZ_CP043876.1	1388964	1389857	
LEPT02973	57	948	NZ_CP043876.1	1384499	1385446	
LEPT02974	65	1200	NZ_CP043876.1	1383253	1384452	
LEPT02975	51	879	NZ_CP043876.1	1382403	1383281	
LEPT02976	2	987	NZ_CP043876.1	1381417	1382403	
LEPT02977	55	1365	NZ_CP043876.1	1379871	1381235	
LEPT02980	70	1125	NZ_CP043876.1	1376517	1377641	
LEPT02982	66	696	NZ_CP043876.1	1375100	1375795	
LEPT02983	74	2475	NZ_CP043876.1	1372620	1375094	
LEPT02988	13	564	NZ_CP043876.1	1368812	1369375	
LEPT02989	72	1929	NZ_CP043876.1	1366767	1368695	
LEPT02992	15	699	NZ_CP043876.1	1365143	1365841	
LEPT02993	51	741	NZ_CP043876.1	1364288	1365028	
LEPT02994	58	753	NZ_CP043876.1	1363539	1364291	
LEPT02995	1	324	NZ_CP043876.1	1363203	1363526	
LEPT02996	63	1167	NZ_CP043876.1	1361960	1363126	
LEPT02999	77	1932	NZ_CP043876.1	1356880	1358811	
LEPT03002	49	1464	NZ_CP043876.1	1354190	1355653	
LEPT03003	1	1017	NZ_CP043876.1	1353120	1354136	
LEPT03016	1	273	NZ_CP043876.1	1342820	1343092	
LEPT03051	64	744	NZ_CP043876.1	1316480	1317223	
LEPT03052	72	1305	NZ_CP043876.1	1315116	1316420	
LEPT03054	77	1098	NZ_CP043876.1	1313978	1315075	
LEPT03067	86	7767	NZ_CP043876.1	1298787	1306553	
LEPT03069	82	3009	NZ_CP043876.1	1295165	1298173	
LEPT03070	1	342	NZ_CP043876.1	1294802	1295143	
LEPT03071	65	996	NZ_CP043876.1	1293629	1294624	
LEPT03072	87	1812	NZ_CP043876.1	1291716	1293527	
LEPT03078	46	819	NZ_CP043876.1	1282131	1282949	
LEPT03079	66	783	NZ_CP043876.1	1279506	1280288	
LEPT03080	68	1302	NZ_CP043876.1	1278204	1279505	
LEPT03083	81	1068	NZ_CP043876.1	1276437	1277504	
LEPT03084	74	1800	NZ_CP043876.1	1274627	1276426	
LEPT03085	88	2025	NZ_CP043876.1	1272589	1274613	
LEPT03086	46	876	NZ_CP043876.1	1271709	1272584	
LEPT03091	51	738	NZ_CP043876.1	1263829	1264566	
LEPT03092	1	561	NZ_CP043876.1	1260587	1261147	
LEPT03094	3	483	NZ_CP043876.1	1260074	1260556	
LEPT03095	73	1125	NZ_CP043876.1	1258953	1260077	
LEPT03096	6	336	NZ_CP043876.1	1258547	1258882	
LEPT03097	83	1668	NZ_CP043876.1	1256832	1258499	
LEPT03101	53	948	NZ_CP043876.1	1252882	1253829	
LEPT03113	83	5196	NZ_CP043876.1	1232123	1237318	
LEPT03115	17	924	NZ_CP043876.1	1228839	1229762	
LEPT03118	63	1062	NZ_CP043876.1	1225323	1226384	
LEPT03119	64	885	NZ_CP043876.1	1224437	1225321	
LEPT03120	76	1521	NZ_CP043876.1	1222762	1224282	
LEPT03121	64	840	NZ_CP043876.1	1221857	1222696	
LEPT03126	57	1155	NZ_CP043876.1	1219439	1220593	
LEPT03128	3	1104	NZ_CP043876.1	1217439	1218542	
LEPT03135	13	1212	NZ_CP043876.1	1211843	1213054	
LEPT03139	66	951	NZ_CP043876.1	1208198	1209148	
LEPT03143	12	1164	NZ_CP043876.1	1205609	1206772	
LEPT03144	77	1173	NZ_CP043876.1	1204162	1205334	
LEPT03146	1	387	NZ_CP043876.1	1201682	1202068	
LEPT03149	73	2334	NZ_CP043876.1	1197583	1199916	
LEPT03158	59	1014	NZ_CP043876.1	1190539	1191552	
LEPT03160	71	1992	NZ_CP043876.1	1187761	1189752	
LEPT03166	51	1206	NZ_CP043876.1	1183611	1184816	
LEPT03172	1	837	NZ_CP043876.1	1179481	1180317	
LEPT03173	80	1497	NZ_CP043876.1	1177385	1178881	
LEPT03205	66	1023	NZ_CP043876.1	1141271	1142293	
LEPT03206	44	408	NZ_CP043876.1	1140597	1141004	
LEPT03216	52	960	NZ_CP043876.1	1131169	1132128	
LEPT03217	15	888	NZ_CP043876.1	1130230	1131117	
LEPT03219	5	825	NZ_CP043876.1	1128249	1129073	
LEPT03224	4	399	NZ_CP043876.1	1124504	1124902	
LEPT03263	59	1224	NZ_CP043876.1	1118356	1119579	
LEPT03264	46	489	NZ_CP043876.1	1117862	1118350	
LEPT03266	65	1368	NZ_CP043876.1	1115836	1117203	
LEPT03267	68	3108	NZ_CP043876.1	1112703	1115810	
LEPT03268	1	507	NZ_CP043876.1	1112177	1112683	
LEPT03285	76	1905	NZ_CP043876.1	1095704	1097608	
LEPT03286	84	2313	NZ_CP043876.1	1093359	1095671	
LEPT03289	73	1194	NZ_CP043876.1	1090711	1091904	
LEPT03290	85	1731	NZ_CP043876.1	1088978	1090708	
LEPT03291	74	1728	NZ_CP043876.1	1087245	1088972	
LEPT03292	72	1170	NZ_CP043876.1	1086082	1087251	
LEPT03293	68	909	NZ_CP043876.1	1085167	1086075	
LEPT03294	55	726	NZ_CP043876.1	1084449	1085174	
LEPT03295	4	555	NZ_CP043876.1	1083893	1084447	
LEPT03296	65	747	NZ_CP043876.1	1083157	1083903	
LEPT03297	44	600	NZ_CP043876.1	1082554	1083153	
LEPT03298	1	870	NZ_CP043876.1	1081673	1082542	
LEPT03300	1	378	NZ_CP043876.1	1080994	1081371	
LEPT03301	1	222	NZ_CP043876.1	1080764	1080985	
LEPT03302	5	381	NZ_CP043876.1	1080380	1080760	
LEPT03303	60	1056	NZ_CP043876.1	1079328	1080383	
LEPT03305	13	813	NZ_CP043876.1	1077679	1078491	
LEPT03306	59	885	NZ_CP043876.1	1076791	1077675	
LEPT03307	65	1047	NZ_CP043876.1	1075650	1076696	
LEPT03319	1	411	NZ_CP043876.1	1030712	1031122	
LEPT03344	13	285	NZ_CP043876.1	1004465	1004749	
LEPT03345	12	777	NZ_CP043876.1	1002477	1003253	
LEPT03349	32	396	NZ_CP043876.1	1001580	1001975	
LEPT03350	70	2190	NZ_CP043876.1	999364	1001553	
LEPT03351	65	600	NZ_CP043876.1	998768	999367	
LEPT03354	50	1032	NZ_CP043876.1	996343	997374	
LEPT03355	13	576	NZ_CP043876.1	995480	996055	
LEPT03356	43	675	NZ_CP043876.1	994007	994681	
LEPT03357	65	2139	NZ_CP043876.1	991865	994003	
LEPT03361	49	396	NZ_CP043876.1	988821	989216	
LEPT03362	55	1041	NZ_CP043876.1	987791	988831	
LEPT03363	50	1176	NZ_CP043876.1	986595	987770	
LEPT03370	69	1371	NZ_CP043876.1	979497	980867	
LEPT03371	15	1173	NZ_CP043876.1	978314	979486	
LEPT03372	52	633	NZ_CP043876.1	977685	978317	
LEPT03378	94	2781	NZ_CP043876.1	972440	975220	
LEPT03379	14	948	NZ_CP043876.1	971296	972243	
LEPT03380	15	720	NZ_CP043876.1	970553	971272	
LEPT03396	62	1041	NZ_CP043876.1	956507	957547	
LEPT03397	51	780	NZ_CP043876.1	955359	956138	
LEPT03398	3	567	NZ_CP043876.1	954567	955133	
LEPT03399	4	828	NZ_CP043876.1	953632	954459	
LEPT03400	79	1674	NZ_CP043876.1	951959	953632	
LEPT03401	87	1434	NZ_CP043876.1	950524	951957	
LEPT03402	2	720	NZ_CP043876.1	949518	950237	
LEPT03408	14	399	NZ_CP043876.1	943541	943939	
LEPT03409	13	450	NZ_CP043876.1	943081	943530	
LEPT03412	57	906	NZ_CP043876.1	940685	941590	
LEPT03416	41	474	NZ_CP043876.1	938359	938832	
LEPT03417	5	375	NZ_CP043876.1	937966	938340	
LEPT03419	69	4215	NZ_CP043876.1	933354	937568	
LEPT03420	64	3681	NZ_CP043876.1	929670	933350	
LEPT03421	1	384	NZ_CP043876.1	929064	929447	
LEPT03422	1	534	NZ_CP043876.1	928481	929014	
LEPT03423	50	693	NZ_CP043876.1	927761	928453	
LEPT03424	1	429	NZ_CP043876.1	927326	927754	
LEPT03425	1	546	NZ_CP043876.1	926754	927299	
LEPT03426	1	189	NZ_CP043876.1	926538	926726	
LEPT03433	15	786	NZ_CP043876.1	921067	921852	
LEPT03434	50	1092	NZ_CP043876.1	919995	921086	
LEPT03435	80	1623	NZ_CP043876.1	918406	920028	
LEPT03436	43	804	NZ_CP043876.1	917606	918409	
LEPT03438	1	507	NZ_CP043876.1	916524	917030	
LEPT03441	70	1488	NZ_CP043876.1	912386	913873	
LEPT03444	52	1212	NZ_CP043876.1	909659	910870	
LEPT03450	77	1797	NZ_CP043876.1	903510	905306	
LEPT03453	54	957	NZ_CP043876.1	900125	901081	
LEPT03454	86	1920	NZ_CP043876.1	898188	900107	
LEPT03455	55	717	NZ_CP043876.1	896895	897611	
LEPT03459	81	2139	NZ_CP043876.1	891052	893190	
LEPT03461	77	1419	NZ_CP043876.1	889617	891035	
LEPT03462	71	1584	NZ_CP043876.1	888034	889617	
LEPT03468	93	2466	NZ_CP043876.1	880135	882600	
LEPT03484	1	768	NZ_CP043876.1	863560	864327	
LEPT03485	60	708	NZ_CP043876.1	862690	863397	
LEPT03486	1	675	NZ_CP043876.1	862019	862693	
LEPT03492	56	810	NZ_CP043876.1	855006	855815	
LEPT03498	4	717	NZ_CP043876.1	849759	850475	
LEPT03511	1	660	NZ_CP043876.1	839409	840068	
LEPT03512	1	249	NZ_CP043876.1	839164	839412	
LEPT03513	1	858	NZ_CP043876.1	838331	839188	
LEPT03514	65	1134	NZ_CP043876.1	837201	838334	
LEPT03515	15	693	NZ_CP043876.1	836502	837194	
LEPT03516	50	672	NZ_CP043876.1	835774	836445	
LEPT03517	2	645	NZ_CP043876.1	835158	835802	
LEPT03522	30	690	NZ_CP043876.1	832438	833127	
LEPT03523	14	765	NZ_CP043876.1	831673	832437	
LEPT03535	45	549	NZ_CP043876.1	822047	822595	
LEPT03553	77	1044	NZ_CP043876.1	805344	806387	
LEPT03560	54	1242	NZ_CP043876.1	784856	786097	
LEPT03561	3	312	NZ_CP043876.1	784539	784850	
LEPT03562	68	1224	NZ_CP043876.1	783319	784542	
LEPT03563	1	768	NZ_CP043876.1	782571	783338	
LEPT03565	3	1548	NZ_CP043876.1	778918	780465	
LEPT03571	1	420	NZ_CP043876.1	776963	777382	
LEPT03573	16	744	NZ_CP043876.1	774589	775332	
LEPT03575	14	525	NZ_CP043876.1	773327	773851	
LEPT03576	17	828	NZ_CP043876.1	772459	773286	
LEPT03577	15	783	NZ_CP043876.1	771661	772443	
LEPT03578	4	225	NZ_CP043876.1	771431	771655	
LEPT03579	2	1101	NZ_CP043876.1	770326	771426	
LEPT03582	67	1512	NZ_CP043876.1	766685	768196	
LEPT03583	18	984	NZ_CP043876.1	765745	766728	
LEPT03587	34	450	NZ_CP043876.1	761814	762263	
LEPT03596	70	2505	NZ_CP043876.1	755262	757766	
LEPT03600	14	399	NZ_CP043876.1	752184	752582	
LEPT03603	83	2157	NZ_CP043876.1	747723	749879	
LEPT03604	15	876	NZ_CP043876.1	746473	747348	
LEPT03606	1	453	NZ_CP043876.1	745904	746356	
LEPT03607	1	417	NZ_CP043876.1	745486	745902	
LEPT03610	77	2100	NZ_CP043876.1	742202	744301	
LEPT03613	1	1047	NZ_CP043876.1	737242	738288	
LEPT03614	76	2598	NZ_CP043876.1	734540	737137	
LEPT03615	73	1371	NZ_CP043876.1	732953	734323	
LEPT03623	52	777	NZ_CP043876.1	726382	727158	
LEPT03624	76	1107	NZ_CP043876.1	724370	725476	
LEPT03625	88	2754	NZ_CP043876.1	721620	724373	
LEPT03627	13	1164	NZ_CP043876.1	719260	720423	
LEPT03628	81	1422	NZ_CP043876.1	717752	719173	
LEPT03629	5	579	NZ_CP043876.1	717174	717752	
LEPT03630	72	1554	NZ_CP043876.1	715282	716835	
LEPT03632	73	1461	NZ_CP043876.1	713423	714883	
LEPT03634	64	1380	NZ_CP043876.1	711506	712885	
LEPT03636	52	1275	NZ_CP043876.1	709452	710726	
LEPT03637	50	612	NZ_CP043876.1	707270	707881	
LEPT03638	66	1290	NZ_CP043876.1	705839	707128	
LEPT03639	1	375	NZ_CP043876.1	705367	705741	
LEPT03645	3	354	NZ_CP043876.1	700716	701069	
LEPT03653	38	441	NZ_CP043876.1	694195	694635	
LEPT03664	68	1107	NZ_CP043876.1	684383	685489	
LEPT03665	33	339	NZ_CP043876.1	683113	683451	
LEPT03668	12	612	NZ_CP043876.1	680581	681192	
LEPT03669	1	945	NZ_CP043876.1	679671	680615	
LEPT03672	3	1074	NZ_CP043876.1	678112	679185	
LEPT03681	14	1302	NZ_CP043876.1	668358	669659	
LEPT03692	79	2427	NZ_CP043876.1	656859	659285	
LEPT03693	76	1542	NZ_CP043876.1	655340	656881	
LEPT03694	13	1881	NZ_CP043876.1	653442	655322	
LEPT03698	82	1809	NZ_CP043876.1	646524	648332	
LEPT03703	15	1029	NZ_CP043876.1	643222	644250	
LEPT03704	47	543	NZ_CP043876.1	642570	643112	
LEPT03705	81	1941	NZ_CP043876.1	640595	642535	
LEPT03706	5	1119	NZ_CP043876.1	639184	640302	
LEPT03709	43	969	NZ_CP043876.1	637931	638899	
LEPT03710	42	549	NZ_CP043876.1	637359	637907	
LEPT03711	1	285	NZ_CP043876.1	636513	636797	
LEPT03712	87	2538	NZ_CP043876.1	633664	636201	
LEPT03713	14	783	NZ_CP043876.1	632885	633667	
LEPT03714	89	2592	NZ_CP043876.1	629815	632406	
LEPT03744	14	1074	NZ_CP043876.1	556596	557669	
LEPT03745	1	726	NZ_CP043876.1	555859	556584	
LEPT03747	74	1350	NZ_CP043876.1	554001	555350	
LEPT03748	57	993	NZ_CP043876.1	553005	553997	
LEPT03751	82	1596	NZ_CP043876.1	550486	552081	
LEPT03758	1	261	NZ_CP043876.1	543668	543928	
LEPT03763	90	2649	NZ_CP043876.1	539350	541998	
LEPT03764	79	1281	NZ_CP043876.1	538080	539360	
LEPT03765	1	846	NZ_CP043876.1	537233	538078	
LEPT03767	64	1104	NZ_CP043876.1	535248	536351	
LEPT03782	1	405	NZ_CP043876.1	518308	518712	
LEPT03783	60	1329	NZ_CP043876.1	516726	518054	
LEPT03794	58	1092	NZ_CP043876.1	509843	510934	
LEPT03795	15	696	NZ_CP043876.1	508147	508842	
LEPT03796	1	792	NZ_CP043876.1	507353	508144	
LEPT03799	1	267	NZ_CP043876.1	504842	505108	
LEPT03800	80	1383	NZ_CP043876.1	503340	504722	
LEPT03801	62	1833	NZ_CP043876.1	501505	503337	
LEPT03802	50	1047	NZ_CP043876.1	500453	501499	
